review,date
olumlu bulduklarım model kia ceed dizel otomatik aracımız vardı kıyası araçla yapacağım eylül geçen pazar günü sakaryasapanca yolu doludur diyerek sakaryadan otobana girdim denemek biraz sürat yaptım boyuna yerden yüksekliğine rağmen çizgisini bozmadan km arası hızda yolda gidiyor aracın sık sık darlığından bahsediliyor evet araç dar satış danışmanı arkadaş tahmince üzerinde boyu vardı aracın test sürüşü sırasında şoför koltuğunda vardı aracı onun kullanmasını istemiştim gaz pedalından dolayı kendime güvenemedim rahatça araca inip biniyor fakat koltuğu alt seviyeye almak lazım zamanda biraz rahat inmekbinmek sorun oluyor captur inceledim kullandım öndeki direkler a sütunu eğimli olduğu mokkadan yüksek olduğu üste doğru ferahlık hissi verdi fakat genişlikte aralarında hissedilir bir fark göremedim yine biraz bagaj hacmi yine güçlü motor istiyorsam captur tercih ederdim mokkanın büyük avantajı captur kullandıktan sonra aracın tarafına hakimim kaput üzerindeki kabaran çizgi kaputun olduğunu anlamamda aracın sağının olduğunu anlamamda yardımcı oluyor kadar bir ilçede yaşasam hafta sonları maalesef kalabalık oluyor geçen hafta sonu çarşıya indim trafik illa lokantanın önüne park etmek isteyen bir passat sürücüsü tarafından kilitlendi ben uygun boşluğu buldum yoluma devam ettim arkamdaki araçlarsa bekliyordu bizim kişilik aile yeterli oğlumuz yaşında neredeyse benim boyumda uzun boylu aile değiliz şimdiye kadar gerek önde gerekse arka oturma alanlarında sıkıntı yaşamadıkbenzin tüketimlerini paylaşıyorum dizel otomatik ceed kıyas edince aralarında litre bazında büyük bir fark yokelbette c sınıfı araçla kıyas edince ceeddeki konforu araçta bulamadım ancak uşaka yaptığımız yolculukta rahatsız edecek bir araç olmadığını yaşadımönceki araçla aralarında fark var mokka yüksek ceede göre yerden yüksek fakat yol tutuşta benim sıradan kullanıcı aşırı bir fark göremedim şimdiye kadar yol tutuşa bağlı olarak strese sokacak bir durum yaşamadım bunda araç üzerinde gelen continental ecocontact serisi lastiklerin etkisi olduğunu düşünüyorumdireksiyonu hafif fakat hafiflik hıza bağlı olarak yeterli seviyeye geliyor i̇lk zamanlar ihtiyaç olur düşünerek direksiyon mod aradım ceedde vardı fakat ihtiyaç yok direksiyon tepkileri hoşuma gittiaraç ceede göre sessiz geldi geçtikten sonra yan camlardan rüzgar sesi gelmeye başlıyor yağmurlu havalarda önceki araçta olduğu suyun davlumbazlara çarptığı ses duyuluyoraraca yalıtım yapacağımı yazmıştım yaptıktan sonra bayramdaki uzun yol tecrübesine göre arkada oturan oğlum uğultu sesi olduğunu söylemişti ses olmadığını söyledi bunu yolculukta sık sık sordum sıfır ses dedi şunu belirtmem lazım yalıtım kendinden yapışkanlı kauçuk sünger üstüne bondex sünger kullandım arka koltuk oturamağını çıkaramadığım onun altına yapışkansız gri renkli keçeden almaya gittim satıcı arkadaş mavimsi tonda olanını önerdi kalınlığında olan ürünü kat olacak şekilde koltuk altında boşluk kalmayacak şekilde yerleştirdim sonuç iyi geldi banaled farların aydınlatmasından memnun kaldımgerek orta dijital ekran gerekse sürücü gösterge paneli parlaklığı düşük seviyede olmasına rağmen havaların güneşli olduğu günlerde rahatlıkla görülebiliyor akşam saatlerinde parlaklık kısa farların yanmasıyla birlikte biraz kararıyor rahatsız edici değilboyutları küçük sebeple dar aralıklardan geçmesi rahat nispeten yüksek olduğu dar aralıklarda aracın sağsol hakimiyeti oldukça kolaygeri görüş kamerasının çözünürlüğü ilk kullanan benim yeterli geldibagaja tane küçük boy valiz tane dolu pazar çantası sığabiliyor bizim yeterligerek ara hızlanmalarda gerekse düşük seyirden yüksek hıza çıkarken şanzımanda karasızlık motorda performans sorunları yok hatta ceede göre atak bir araçaraca inip binerken çömelerek oturmak yerine sandalyeye otururkalkar kalkmak yaş ilerledikçe bizim rahat olur düşünüyorum hatta bayram ziyaretinde babam araca binerken rahat inip bindiğini gördüm babam rahatsızlığı sebebiyle oturupkalkarken belinden dolayı sıkıntı çekiyor onunla gözü gönlü açılsın gezmeye çıktık saatlik gezintide belinde rahatsızlık olduğundan rahat edemediğinden bahsetmedi sohbet ederek şehir içinde şehir dışında ayrı sürüş modu var sport modu bir vites düşük seyrediyor hırçınlaşıyor normal mod gerek şehir içi gerekse şehir dışında duble yolda yeterli geliş gidiş yolda sport mod etkili mod diğer araçta yoktu dizel otomatikle puretech kıyas edince mokka seri bir araçdireksiyon arkasındaki vites kulakları değişimlere anında cevap veriyor hangi bir gecikme yaşanmıyorarkada şarj kullanılabilecek adet usb portu var hızlı şarj ettiğini gördümkablo araç telefon arasında bağlantı kuruluyor özellikle navigasyon uygulamasında rahat oluyor ben google harita uygulamasını kullanıyorum fakat telefonun harita uygulaması kullanabiliyorekrandan dokunarak wsapp açılıp geri kalan kısımda ses komutlarıyla mesaj gönderiliyor hareket halindeyken dikkatimin dağılması endişesiyle mesaj göndermedim denemelerimde başarılıydı arayacağım bir özellik değilyolda hızıma göre frene dokunmuyorsam bir uyarı sesiyle birlikte öndeki araca yakın olduğum mesajı sürücü gösterge ekranında beliriyor bunun yanında uzun yolda yine hıza bağlı olarak öndeki aracı engel olarak tanımlıyor ayar menüsünden yakın orta uzak şeklinde ayarlamak mümkünaracın yerden nispeten yüksek oluşu iç hacimde hemen noktaya ulaşabilmenin avantajıyla süpürge temizlik hızlı kolay oluyoraraç torpidosu üst kısmı yumuşak malzemeden imal edilmiş sonax torpido temizleyici koruyucu kullanıyorum yüzeylerde önceki araçla kıyaslayınca silme temizleme işleri yaparken bir plastik malzemede iz kalmıyorayna üzerindeki sinyal lambalarının uç kısmı sinyaller çalışırken şoförü mahallinden görülebiliyor i̇lk zamanlar alışamadım fakat zamanla özellikle hemen yanımızda orta direk arkasında duran mobilet sürücülerinin görmesi faydalı olduğunu düşünüyorum yanıp sönen sinyali ayna ucunda görebildiğim oraya biraz dikkat ettiğimi düşünüyorum ben faydalı olduğunu düşünüyorumanahtarı kullanmadan araca yaklaştığımda araç kilitleri açılıyor fakat ben özelliği kapattım bunu kapatmama rağmen bagaj kapağı kilidi araca yaklaştığımda açılıyor düğmeye tek dokunduktan kısa bir süre sonra bagaj kapağı açılıyor özellikle ellerimde çanta varken anahtarı çıkarmakla uğraşmadan direkt bagajı açabilmek rahat oluyoraraç havalandırması sürekli çalışıyor düğmelerden sıcaklık ayarı yapılıyor auto moda alınınca hava akımı kendiliğinden ayarlanıyordenizliden dönüşte trafik hızlı yavaşladı hızla gidiyordum aracın frenlerinden memnun kaldımyine aynı yolda bir tırın arkasında ışıklardan kalktım fakat göbeği geçinceye kadar sağda boşluk yoktu kısa bir süre tırı takip ettikten sonra tırı sollamaya çıktım dış dikizden arkaya baktım bir başka araç sollamaya çıkmış halbu sinyalimi vermiştim sollayacağım belliydi arkadaki vatandaşın sinyali yok neyse onu görünce tekrar tırın arkasına manevra yaptım sonuç olarak direksiyon kadar netti direksiyonda önceki araçla kıyas edince ufak boşluk yokklimayı açtığım zamanlar oldu motor performansında dikkat çekecek bir kayıp göremedim klimanın soğutması iyiydi otomatik modda kadar araç iç sıcaklığı ayarladığım sıcaklığa gelinceye kadar hızlı üflese sonradan sakin sakin soğutmaya devam ediyorolumsuzluklarda araç içerisinde oluşan buğu sıkıntısından bahsettim buğu temizlemede başarılı kısa sürede araç içerisindeki camları temizliyor sadece ön cam değil buğudan arınıyor yalnız klima açılıyor klimayı kapatırsanız buğu temizlemede kapanıyor,02.09.2023
olumsuz bulduklarım sürekli bozuk zeminde sürücü tarafından gelen bir zırıltı var fakat yerini kestiremedim geçen günlerde ortadan ses geliyordu ondan bundan derken telefonu bağlamak kullandığım kabloyu yerine oturttum demek tam oturmamış ses kesildi bakalım ses benden mi yoksa araçtan kaynaklı göreceğim sürücü emniyet kemeri tokası sürücü koltuğundaki yapay deriye dokunduğundan yoksa kadar kumaş altında kalsa koltuk kenarındaki metale dokunduğundan ses yapıyor tokaya kumaş bant yapıştırayım dedim yeri uygun değil çorap geçirip öyle kullanacağım durumu gözlemleyeceğimyaz aylarında klima kullanımı malum yoğun klima uğultusu yoğun şekilde duyuluyor kadar çekişe yoğun olumsuzluğu olmasa çekişteki düşüklük özellikle ayağı gazdan çektiğimde öne yığılmadan hissediliyorsıcaklığı otomatik ayarladığımda ön koltuk altlarındaki arka havalandırma kanallarından hava üflenmiyor havalandırmayı ayağa verdiğimde hava geliyor önde ayaklarım aşırı derecede soğuyorceedde drece klima sıcaklığı yeterliyken araçta biraz düşürmem gerekiyor gerçi yıl havalar aşırı sıcak ağustos tarihinde yazıyorum ayın yaklaşık beri hava aşırı bulutlu bundan sebep aşırı nem var etkilidirsoğuk havalarda tekerlekler düz değilken frene basıldığında ciddi bir ötme sesi geliyor aynı sesi göbekte yavaşlayan bir pejo duydumyol birleşim yerlerinde mesela buradaki dere üzerinden geçerken köprü başlama bitiş yerlerindeki bağlantılarda gaza yüklenip hızlanmaya başladıysam araçta sağa sola atmaya çalışıyor çizgisini bozmaya yatkın sebebini kalın yanaklı lastiklere bağlıyorum üst donanımlardaki jant lastiklerle olurdu bilmiyorum ben konforsuz olur diyerek zaten istemezdim fakat önemli konu maddiyat aracı aldık gs donanıma demişlerdibu araç sonuçta b sınıfı bir araç olduğunu içeriden hissettiriyor kişilik bir aile kullanımına uygun olmadığını düşünüyorumbazı zamanlar şanzımanda kararsızlık oluyor büyük ihtimal vites atarken gazı kestiğimden kaynaklanıyormotorun rölantide olsa hissediliyor şanzımanın viteste olmasından kaynaklanıyor olabilir frene baskıyı artırınca titremenin azaldığını gözlemledim önceki araçta şekilde motorun sesi rahatlamış değişiyorduyokuş kalkış desteğinin verimli çalışması frene yapılan baskıyı artırmak lazım aksi halde gaza yüklenmek zorunda kalıyorsunuz fakat arada araba bir miktar geri kaçıyor önceki araçta durum yaşanıyorduc sütünu kalın sebeple mesela bir istasyondan çıkarken sağ çapraza bakmak zorunda kalırsanız açıda görüşün kısıtlı olduğunu düşünüyorumşoför tarafındaki havalandırma menfezinin tam açık konumunda hava sol koluma geliyor klima çalışırken gelecek soğuk hava rahatsızlığa sebep olabilir düşünerek menfezdeki havayı kıstımaracın stepne kısmında arka koltuk altında yalıtım yok çamurluk üstlerine arka stopların olduğu bölgede gri keçeden yapılmış yalıtım var c sütununda dışarıdan gördüğüm kadarıyla iyi yalıtım vardı alan arkadaş bagajdan arka koltuk altlarına kadar yalıtım düşünse iyi olurbagajın sağ solunda çamurluk sacları aracın şasi detaylarını gizleme amaçlı halı kaplı malzeme ince bir plastikten imal edilmiş biraz kuvvet uyguladığımda malzeme üzerinde bulunan plastik hava kapakları açılan pencerenin kenarında bir kırık meydana geldi noktada malzeme zayıfladı orada çektiğinizde katlanıyorfrenleri güven veriyor fakat ışıklara yaklaştığımda frene silme basarken yavaşlıyor ayağımı firenden çektiğimde sık sık oluyor araç kuvvetten çıkmışçasına öne atlamaya çalışıyor böyle durumlarda ayağı fren üzerinde tutmak kontrolsüz gidişin önüne geçiyorstop start sisteminin çalıştığın anlayamadım havaların sıcak olduğu bir günde ışıklarda dururken kendiliğinden çalışmaya başladı klima kapalı diğer bir hoşlanmadığım durumda ayağımı frenden kaldırıp gaza basıncaya kadar geçen sürede motor marşa basıyor maalesef araç geri kaçıyor kendini toparlasın gaza yüklendiğimde birden ileri atılıyor sebeple kullanmamayı tercih ediyorumarka süspansiyon sistemi torsiyon çubuklu sistem olduğundan özellikle şehir içerisinde içerisindeki kasis tümseklere yavaş yaklaşmak lazım aksi halde arka lastikler aniden yere iniyor rahatsız ediyor durum ilginç şekilde uzun yolda yoldaki bozukluklarda yaşanmıyorbugün bagaja tane damacana attım şekilde arka taraf oturaklı oluyor bagajda sürekli azından yük taşıyacak halimiz puretech motorların triger sorunlarından haberdar oldum almadan önce araştırdım araştırmalarımda tek tük şikayet var sitesinde şikayetler görmüştüm sebeple rahattım bir ara karşıma sorunlu motor videoları denk geldi canım sıkıldı şimdilerde kaliteli yağ uygun zaman aralıklarında değişim azından senede bir triger kayışı kontrolü gerekirse karterin sökülerek yağ pompası ağzındaki filtre temizliği yapılarak sorun olmadan önlenebilir düşünüyorum sol sürücü kapısı ayna arkasındaki plastik kapağın montajı sağ ön yolcu kapısındaki aynı parçanın montajından kaynaklı bir hata var sol taraftaki parça kapı iç plastiği arasında bir miktar boşluk vararaçta kullanım alışkanlığına göre uygun sürüş pozisyonu bulurken zorlandım ay sonra uygun pozisyonu buldumyolcu tarafındaki torpido gözünde soğutma özelliği aydınlatma yok olsa iyi olurdubagajda tek tarafta ışık vararkada yolcular tavanda tutamaklar yok orta tavan lambası yokgerek sürücü gerekse yolcu güneş siperliklerin aşağıya doğru boyları yana doğru uzunlukları kısa özellikle yandan gelen güneş siperliği kullandığımda özellikle uzunluğu kısa kalıyor bir işe yaramıyor boyları aynı kalsa uzatılabiliyor olsaydı şekilde kullanımda faydası olurdu ceedde farklı bir durum yoktumotor suyu sıcaklığı motor devri değerler elegance donanımdaki küçük sürücü gösterge panelinden dolayı kadran şeklinde görülemiyor çizgi gösteriliyor sebeple motor suyu sıcaklığı hangi değerde göremiyorum alan darlığından dolayı azından kadranlar seçeneğinde ekranın yanlarında değer birlikte yine çizgi şeklinde gösterilseydi pratik olurdudaha kmye gelmedi sağ ön direkten geldiğini tahmin ettiğim bir zırıltı arada oluyor sebebini anlayamadımyağmurlu havalarda arka tekerleklerden aşırı su atılıyor aynadan gördüğüm sebeple arka çamurluklara bir paçalık lazımsinyal kolu açıkken aracı stop ettiğimde gündüz led lambalarının yandığını fark etmiştimlastik basınç takibi diğer araçtaki değil araçta sensörler lastikte idi hangi lastikte düşüklük varsa lastik göstergede görünüyordu araçta yok maalesefdüşük lastik basıncı yapılıyor belirlenen değerden aşağıda kaldığında yanıyor bundan dolayı önce lastiği düşük değere alıp kaydetmek sonra olması gereken basınca çıkarmak gerekiyor aksi halde örneğin bar basınca ayarlı ufak düşüklükte lastik düşük basınç işareti yanıyor bunu fark ettikten sonra ben lastikleri ayarladım kaydettim sonra olması gereken değerine yükselttim günden beri işaret yanmadıgeri giderken ön camı yıkanmıyor silecekler fıskiye çalışmıyor geri vitesten çıktıktan sonra silecekleri kullanabiliyorum geriye takmadan önce ön cam fıskiyesini kullanırsanız geri vitesten çıktıktan sonra fıskiyeler silecekler çalışıyor hatta araçta normalde ön camları temizledikten bir süre sonra silecekler bir susuz gidipgeliyor bunu yapmıyorarka bölüm kişi yeterli ortadaki şaft tüneli geçişleri zorlaştırıyor bana göre araç üzeri insanlar küçük gelir hele bir benim direksiyona uzak pozisyonda kullanıyorsanız sürücü arkası uzun boylu insanlar sorun olabilir kendi sürüş pozisyonuma göre sürücü arkasına oturduğumda dizlerimle koltuk arasında yeterli boşluk var fakat boyum olsaydı sanırım zorlanırdımfrene bastığımda balataların diske sürtme sesini duyuyorumaraç park halindeyken motor çalışırken araçtan inmiştim bir dikkatimi çekti ön tekerlekler aşırı titriyor bunda silindirli motorun titreşiminden kaynaklı lastiklerin yanak olmasının mutlaka etkisi var eski aracımda nispeten bir titreme olurdu ancak yine titreme gözle görülür şekilde ciddi bir titreme var i̇leride mekanik problem çıkarır bilemiyorum jantlı bir model denk gelmediği onlarda durum nasıldır bilmiyorum geçen haftalarda fark ettiğim ancak yazmayı unuttuğum durum ön silecekler kaputu açmadan kaldırılamıyor silecekleri değiştirmek kaputu açmak zorundasınız sebeple özellikle uzun yol yapan arkadaşlar dinlenme tesislerinde olur araçlarını yıkatacak olursa durum hakkında mutlaka uyarıda bulunsun yıkatmasın kaputun çizilmesi hatta boyayı sıyırması ihtimali yüksekdün dış hava sıcaklığı gösterirken yağmur yağarken yola çıktım havalandırma klima değil auto soft ayarda çalışırken zaten sürekli çalışıyor aracın camları buğulanıyor ön cam buğu temizleme kısa sürede buğuyu gideriyor ancak kısa süre yeniden buğulanma başlıyor sıcaklığı yükseltsem durum değişmedi bagajda tane yeni doldurduğum üzerleri ıslak damacana vardı bunlardan dolayı durum yaşanmış olabilir özellikle fren pedalına baskıyı artırınca pedal kolu ayağıma dokunuyor numara ayakkabı giyiyorum ayak ucumla basayım dedim freni hissedemiyorum sorun biraz benim direksiyona uzak oturmamdan kaynaklanıyor koltuk alt pozisyonda olmasa yine alçakta duruyor,02.09.2023
yalıtım yaparken fotoğraf çekmeyi akıl etsem işi bırakıp onunla uğraşmak istemedim klima kontrol altına dirsek dayama altındaki gözün içerisinde yapışkanlı eva kullandım bagaj bölmesine çamurluk üstlerine yapışkanlı kauçuk sünger üstüne yapışkanlı bondex sünger kullandım koltuk altına yukarıda bahsettiğim mavi renk tonda gri renkli olanı yaygın yapışkansız yalıtım keçesi kullandım kauçuk sünger bondex süngere ihtiyaç yok geldi bana keçenin üzerine kumaş şeklinde ağır bariyer gördüm uygulamak ekonomik uğraştırıcı olabilir düşünüyorum kauçuk süngeri yapıştırdıktan sonra üzerine metal gövdeli falçata bıraktım sac malzemeden beklediğim tok bir ses alamadım asıl tokluğu sesi bondex sünger kesti bugün olsaydı tecrübeye sahip olsaydım sadece keçe keçe üzerine kumaş bariyerle yalıtım yapardım resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın,02.09.2023
sayın aalpanelinize emeğinize sağlık gerek yeni araç alacaklara gerekse ikinci el alacaklar detaylı özet bilgiler içeren bir paylaşım yaratmışsınız kısmet ben bugün gs modelini teslim alacağım bana güzel değerliş bir bilgi aktarımı oldu paylaştıklarınız teşekkür ederim,09.09.2023
hayırlı olsun güle güle kullanın i̇yi günlerde kazasız sorunsuz kullanmanızı dilerimaffınıza sığınarak profilinize baktım mokka konusunda yazdıklarınızı okudumtelefonda uygulaması yüklü ana kadar araçla ilgili bir güncelleme uygulamadan gelmedi bende servise gidip yoklamadım varsa teslim almadan önce söylemek iyisi yazılım güncelleme tecrübem olmadığı sizi yanıltmak istemiyorummokka konusu aktif değil diyerek kendimce ayrı konu açmıştım konuya baktım hareketlenme var oradan devam ederim,09.09.2023
youtubeda biraz fikir verecek video var kullananlardan kötü yorum okumadım zamanla tecrübe edilir herşey ayyuka çıkar insanlar böyle sormak sormak zorunda kalmaz ben tiggo pro düşünüyorum iş gecikirse hibrit olanını beklerim zzzaten geç kaldık,30.09.2023
toyota km menzille piyasaya girmeye hazırlanıyor,30.09.2023
bile fazla olsa bambaşka bir olurmuş şuan arada bırakıyor,30.09.2023
piyasada araba yoktu esek mi sürseydik,30.09.2023
kötü,30.09.2023
öyle bir batarya koyuyorlar şehiriçi gereksiz büyük şehirdışı ölümplug in hybrid versiyonu varken elektrikliye gerçekten kaç kişinin ihtiyacı var hp şehiriçi km saf elektrik menzili şehirdışı sonsuz menzil kms son hız kutuya tik atıyor ucuz,30.09.2023
sabahlara kadar lobini yap dünyada elektrikliler ele geçirmeye çoktan başladı bunu pahalı fiyarlara satıldığı halde yapıyorlar megane e tech bin euro astra elektrik bin euro yine bin euro civarı içten yanmalı versiyonlarına göre nerdeyse kat pahalı olduğu halde piyasayı ele geçiriyorlar türkiye iki katını geçtim modellerde ötv avantajı yüzünden elektrikli ucuza geldiği halde bi diretme çabasındasınızörneğin astranın elektrikli ülkeye gelen versiyonu almanya fiyatı euro benzinli versiyonu bin euro oysa bizde benzinli pahalı,09.09.2023
betamax video kasetler bir zamanlar ele geçirmeye başlamıştı,09.09.2023
mesajlarınızı saklayın bakıp gülersiniz verdiğiniz örnek cuk oturmuş çağa ayak uyduramayan ölür gider,09.09.2023
bunları dediğiniz sırada pazartesi almanyada bir garajda şarj edilirken elektrikli araç patladı resime gitmek tıklayın şarj olan zoe patlar tesla patlamaz demeyin geçenlerde amerikada garajda şarj edilirken bir tesla patladı çıkan yangınla villa pert oldu batarya işi pahalı meşakkatli normal kullanımda bir şarj olduğu tehlikeli gerçekleri kabul etmelisiniz,09.09.2023
tesla patlayabilir porschesi patlayabilir kimse patlayamaz diyemez yılında milyondan fazla elektirikli satıldı artacak milyonda olan bir olaysa müthiş bi oran yanı başımızda telefon şarj ediyoruz patlayabilir yüzmilyonlar satmış bir alet burda kaçının patladığı bir kullanıcı hatası olduğu önemli i̇çten yanmalı yangına sebep olabilir çokça oldu oran önemli,09.09.2023
zengine göre yapmışsınız hesabızengin tabi cherry tiggo alır ben zengin olsam ben cherry alırımcherry kmde kuruş yakıyor opel kuruş kmlik bir yere gidip gelsem arasında lira oynuyoryani liraya gidip geliyor diğeri liraya,09.09.2023
i̇yi güzel hoşta onu alacak para halkta arasın,23.09.2023
haziran ayı itibarıyla online rezervasyon sistemi üzerinden bin tllik kaporayla ön siparişleri alınmaya başlanan opel astra elektrikin eylül ayı itibarıyla türkiye satış başlangıç fiyatları açıklandı farklı renk seçeneği ultimate donanım seviyesiyle opel astra elektrikin fiyatı tlden başlıyor opel astra elektrik eylül ayına özel olarak bin tl ay vade faizli kredi seçeneğiyle tl tutarındaki eşarj kartı hediyesi avantajlarla satışa sunuluyoryeni opel astra elektrik özellikleriyle neler sunuyortamamen elektrikli altyapısıyla sıfır emisyonlu bir sürüş deneyimini yollarla buluşturan astra elektrik performansıyla dikkatleri üzerine çekiyor opel astra elektrikteki elektrik motoru hp güç nm torka sahip böylece astra elektrik kullanıcısına gaz pedalına dokunma anından itibaren hızlı bir kalkış etkileyici bir hızlanma deneyimi yaşatıyorayrıca diğer birçok elektrikli otomobil kms sınırlıyken yeni astra elektrik kms maksimum hıza sahip kms hızlanması saniye bunun dışında astra elektrik kullanıcıları sürüş tercihine bağlı olarak eko normal spor olmak üzere üç farklı mod arasından seçim yapabiliyor kmye varan sürüş menziliyeni astra elektrik wltpye göre kmye varan tamamen elektrikli sürüş menzili sunuyor verimliliğe önem veren mühendisler kompakt batarya boyutu örnek bir menzil elde etmeyi başardı astrada hücreli modülde batarya hücresinden oluşan kwsalık lityumiyon batarya yer alıyor yeni astra elektrik kilometrede sadece kwsa elektrik tüketiyoryeni astra elektrikteki fren enerji gerikazanım sistemi sürüş sırasında enerjinin geri kazanılabilmesini sağlıyor tüketim ortalaması yeni astra elektriki sadece günlük kullanım verimli bir araç yapmakla kalmıyor aynı zamanda uzun yolculuklar ideal bir yol arkadaşı yapıyor astra elektrik kw doğru akım hızlı şarj edildiğinde yüzde batarya kapasitesine yaklaşık dakikada ulaşabiliyortamamen elektrikli astra ayrıca evdeki duvar tipi şarj istasyonu standart olarak üç fazlı kw dahili şarj cihazı donatılmış durumda şekilde şarj edilmesi durumunda saat dakikada bataryalar tamamen doldurulabiliyor kwlık ev tipi ac prizlerden bataryaların tamamen dolması gereken şarj süresi saat yeni opel astra elektrikteki bataryalar otomobilde fazla kullanım alanı yaratmak gövde altına yerleştirildi sayede otomobilin iç kısmında yolcular alan kaybının önüne geçiliyor bir diğer avantaj bataryanın alçak konumlu oluşu diğer opel modellerinde olduğu sürücüye güvenli dengeli bir sürüş sağlıyorayrıca bkzkatlanır bagaj kapağına sahip elektrikli araba fisker pear sürücü hariç kg ağırlığındaki model mmlik uzunluk mmlik genişlik mmlik yükseklik mmlik aks mesafesi içten yanmalı motorlu astra benzerlik gösteriyor standart konumda litre olan bagaj hacmi arka koltuklar yatırıldığında litreye ulaşıyorgüvenlik konfor odaklı donanımlarultimate donanımındaki splinter gri dekor şıklık alcantara döşeme kombine edilen ergonomik aktif spor koltuklar sayesinde astra elektrik opele özgü anatomik olarak sağlıklı koltuk konforunu beraberinde getiriyor agr sağlıklı sırtlar kampanyası onaylı koltuklar başarılı yan destekli farklı manuel elektrikli ayar kombinasyonlarına ek olarak ısıtma fonksiyonunu barındırıyor böylece sürücü kendisini araca entegre hissediyor sürüş anında benzersiz bir his yaşıyorkablosuz apple carplay android auto destekli iki adet geniş ekrana sahip tamamen dijital pure panel pro kullanıcıya modern bir kokpit deneyimi yaşatıyor yeni nesil sezgisel insanmakine arayüzü batarya şarj durumu menzili önemli işlevleri görüntülerken klima kontrolü ayarlar düğme yardımıyla kolayca yapılabiliyor büyük intellihud sanal gösterge paneli doğal ses tanıma özelliği sürücü gözünü yoldan ayırmadan işlevleri yönetebiliyorintellidrive şerit ortalama özellikli aktif şerit takip sistemi gelişmiş kör nokta uyarı sistemi arka çapraz trafik uyarısı gelişmiş güvenlik özellikleri sunuluyor işlevler toplam bağımsız led hücreye aydınlatma moduna sahip sınıfının öncüsü adaptif intellilux led pixel farlar donanımlarla birlikte sürüş güvenliğini artırıyorayrıca ısıtmalı direksiyon simidi ısıtmalı ön cam adaptif hız sabitleyici intelliair hava kalite sistemi intellivision çevre görüş kamerası panoramik açılabilir cam tavan standart donanıma dahil ediliyor,30.09.2023
araç başlıyor kredi aynı aracı almanyada ufak bir peşinat verip ayda bikaç yüz euro alabilirsin tabi pek bir kimsenin alacağını sanmam bırakın elektrikli arabalar anında maksimum tork veren araçları benzinli araçlar bile vasat altı topspeed övgü düzmüşler benim model aracım tokatlar bunu menzil desen berbat klima falan açmadan hızla düz yolda gidiyorsa otobanda gitmez sonra şarj istasyonu ararsın yolda kalıncasadece şehir içi evden işe kullanabileceğin araca kadar para bayılacaksan allah akıl versin yıl menzil düşer on seneye batarya çöp olunca elinde patlar,30.09.2023
sen alışmışsın güneşli günlere resime gitmek tıklayın ben gecenin dördü beşiyim resime gitmek tıklayın,30.09.2023
i̇yice çığlık çıktı işin yüksek vergiler altında ezilen bir halk kimsenin sesi çıkmıyor,30.09.2023
pandanın panı ananızın kredisi hatta boşverin kıskandıklarından yapıyorlar büyüyoruz ordan mehter versin,30.09.2023
performans kötü yakıt yüksek menzil düşük fiyat uçuk maalesef ölü,30.09.2023
bodrum yolunda sağ şeritten la giden elektrikli por scheları gördükten sonra benim elektrikli araçlara yönelik bir beklentim kalmadı,30.09.2023
böyle devam etsinler bakalım kadar satacaklar,30.09.2023
iç mekan kalitesi zayıf,30.09.2023
yeni türkiye böyle bir demek herkes zengin maşallah nedir krediyle halledilir canım olacak,30.09.2023
opel başlangıç model değil dolusu tek paket olarak geliyor menzil konusu bahsettiğinden kötü şehir içinde anca gider ancak şehir dışında sabit gidilmeli civarı civarı bir menzil veriyor ciddi kötü a bir şartta bunu kullanamıyorsunuz dc geçmek mantıksız yavaş zararlı nin altına düşmek yolda bırakabilir,30.09.2023
anlayamazsın,30.09.2023
dizel olacak ustam,30.09.2023
tabii usta dti comfort lokomotif paket,30.09.2023
haberde başlangıç paketi yazıyordu dolusu biraz rekabetçi olur eksi noktaları hala ağırlıkta haliyle bir zamanlar astra kullanmış birisi olarak ilgimi çekemiyor,30.09.2023
pek tutulduğu söylenemez piyasası biraz yavaş rakiplerine göre,29.07.2023
elde passat superb iyi,29.07.2023
opelin fiyatları piyasaya hemen yansımıyor piyasa oturduktan ay sonra passattan düşük rakama yaklaşıyordu şuan makas açıldı neredeyse fark oluştu tlye aldığımda tlye comfortline tiguanler vardı şimdi satsam eder tiguanler tlyi geçti passat benzer rakamdaydı onlar tl civarına ulaştı dediğim makas kapanır zamanla yüzden insignia bence sıfır alınacak bir araba değil pahalı ikinci elde kesinlikle fp aracı,05.08.2023
hocam binmeye alan pek önemli değil neticede ticaret almıyoruz passat alsaydım aklımda kalacaktı insignia yıl geçti beni pişman hissettirmedi bizde passatta var i̇nsignianın üstün olduğunu gösteren bir gösterebilirim,05.08.2023
