review,date
tavan plakaları beyazq çevirdim sorun olmadı,26.08.2023
hocam yanlış olmasın olması lazım,26.08.2023
vakit aliexpressten ilk fırsatta sipariş verip alayım tavan plaka led youtube led konusunu araştırırken hintli bi arkadaş arka stoplardaki sinyal geri vites ampullerini lede çevirdi özellikle geri vites aydınlatması iyi oldu tabi stopları sökme arıza ışığı yakma ihtimali olur bilemedim,26.08.2023
yeni kasasında güçlendirilmiş hybrid sistemi var biliyorum belli bir kmye kadar elektrikle gidiyor sanırım tr versiyonu nedir bilemiyorum,02.09.2023
eski kasadir,02.09.2023
selamlar swift aracımda orjinal radyoyu bozmadan arkada boşta duran pin girişine usb aux bağlamak istiyorum çeşitli videolar izledim yapılacağı hakkında bilgim var ancak yerli alışveriş sitelerimizde arkadaki pin yuvasına uygun soket bulamadım önce deneyen varsa paylaşmasını rica ederim not çakmaklık girişlileri tercih etmiyorum resime gitmek tıklayın,19.08.2023
pinden ziyade elektronik kartı açıp hangi ayaga denk geliyorsa direk lehim atmak mantıklı arkadaşın clio sunda öyle aktif etmiştik,19.08.2023
model lpg li olan aracımdan aşamada memnunum kişilik aile olarak şehir içi yakıtı çekişi idare ediyor çeşitli yorumlardan anladığım kadarıyla arkadaşlar arkadaki parçayı söktürüp aracı yapmış gücü ön arka paylaşması yerine önde olması iyi şeklinde fikirler var bunun avantajıdezavantajı tam olarak nedir bilenlerden deneyenlerden öneri rica ediyorum ayrıca kasımda muayene var sökülürse tekrar takılması şartmıdır,19.08.2023
aracı uzun süredir takipteyim forumdan bir arkadaşa aittir kusura bakmasınvatandaş tertemiz boyasız kazasız düşük km aracını aylardır satamıyor i̇lanlardaki düşük fiyat olabilir gitmiyor aracın aynı paket sıfırından bin lira düşüğünü yazmış satamıyor hybrid demeyin kalp kırarımbaşka hiçbir markada böyle bir değer kaybı olmuyor otomobil bulunamayan ortamda yaşındaki araçları bile liste fiyatının üzerinde satıyorlararacı aldığı bayiye gidip takasa girse alacaklar liradan nereden biliyorsun derseniz bana yaptılar suzuki koşuyolu ana bayi yazıktır günahtırbu arabanın piyasası kötü dediğimde bana saldıran arkadaşlar buyursun gelsin sıfır almayı düşünen varsa yazıyorum uzak durun,19.08.2023
merhabalar bende gün önce swift aldım şuan icin memnunum umarım uzun sürede böyle olur takıntım olan kol dayama bakıniyorum servislerde yok bulamadım tavsiye verebilecek varmı aramızda,19.08.2023
tesekkür ederim,19.08.2023
aracımı ye çevirdim kışın tekrar yapacağız şuan kalkışta ciddi farketti ileri süratlerde fark yok yakıt şuan net diyemiyorum muhtemelen azalacaktır,26.08.2023
geçtiğimiz cuma günü bakımı tugmaner yetkili servise gittim fiyat olarak tl ödeme yaptım normal bakim fiyatı üzerinden iskonto yaptılar km sonra ön balataların kontrol değişimini önerdiler ön balata değişim fiyatı tl dediler bilgilendirme amaçlı yazdım,26.08.2023
tonguç fren geçen sene sonunda tl ye değiştim ön balata bostancı sanayide,26.08.2023
yaptıktan sonra abs ışığı yandı geçer mi bekledik başka türlü söndüremedik tekrar çevirince düzeldi,26.08.2023
arkadaslar iyi akşamlararacımı satmak istiyorum aracı annem icin aldım yilda toplamda gün sürmedibende boyunda olunca küçük geliyoraranizda isteyen yakını olan varsa sarı site öncesi sormak istedimi̇steyenlerle özelden konuşabiliriz iyi forumlar,26.08.2023
bildiklerimi cevaplayayım süspansiyon muhtemelen kalın yanaklı yumuşak lastik uygun basınç biraz çözüm olacaktır başka çözüm aklıma gelmiyor falken michelin continental yumuşak lastiklere bakmanızı tavsiye ederim aydınlatmayı işin ehli elektrikçide led çektirerek çözebilirsiniz yakıt bir tık sert kullanımda normal genelde karma kullanımda arası oluyor çoğu zaman takip mesafesini açıp fren yerine rejenere kuvvetini kullanırsanız bişey düşer ayağınızı gazdan çekince fren yapıyor zaten şarj ettiği radyo kanallarını kaydederken şuna dikkat edin ekranın ortasında filanca fm yazarken soldaki listedeki bir sıraya basılı tutunca an ekranda yazıyorsa onla kaydediyor bazen radyonun telefonu yazar bazen frekansı akan yazıda yazıyorsa öyle kaydediyor yana kanalın ismi yazılı iken basınca oluyor başka yolu vardır hızlanma konsunda araba atmosferik beygir bişey bişey beklememek lazımyüklü değilken bi elektrik desteği devreye girince fena gitmiyor yokuş yukarı yüklü akü boşken illaki zorlanır devirde kesici var basın gitsin arabayı olduğu kabul edip sevmeye bakın araç normalde evin aracı olması gereken şehir içi kaymak yollar üretilmiş küçük kullanışlı dertsiz bi araç malesef ekonomik şartlarından dolayı gereğinden fazla misyon yüklemek zorunda kalıyoruz arabaya ona yazık üzmeyin minnitoyu sevmeye bakın terkedin derim,26.08.2023
bilgilendirme teşekkür ederim yanlış anlaşılmasın aracı seviyorum bence ideal bir şehir içi aracı bir arkadaşımın yaşında grand vitarası var nedenle suzukilerin genelde dertsiz olduğunu bildiğim tercih ettim işte gönül bir tık iyi olamaz mıydı sorgulamadan edemiyor mesela motoru turbo olsaydı tadından yenmezdi aydınlatmayı şimdilik garantisini bozmamak adına elletmeyim diyorum radyo bende sadece kanal numarası saklama yapıyor bir bakacağım navitech bir konuşayım bir güncellemesi falan vardır tekrar teşekkür ederim,26.08.2023
bana göre model glx premium hibrit aracımın eksikleri sizinde ekleyecekleriniz varsa listeyi uzatalımturbo beslemeli bir motor iyi olurduön park sensörü yokgeri görüş kamerası renkleri parlak olabilirdigeri görüş kamerasındaki yönlendirme çizgileri iyi değilgeri görüş kamerası yanları tam vermiyori̇ç aydınlatma lambası parlak değil karanlıkta içerisi zor görünüyorbagaj aydınlatması parlak değildikiz aynaları sadece içeriden düğmeyle katlanıyor kilitlenince otomatik katlanma yokaraç hareket edince kapılarda otomatik kilitlenme yok sadece içeriden düğme kilitleniyori̇ç ayna kendiliğinden kararmıyorşöför camı hariç diğer camlar tek tuşla otomatik açılıp kapanmıyorgözlük koymak tavanda göz yokradyo kanalları isim saklanamıyorapple car play video oynatan sitelere erişim sağlamıyorsüspansiyonlar sert kasislerden geçerken arkada oturanlara rahatsızlık yaratıyorön arka kol dayama yokönde saklama alanları yetersiz torpido dargüvenlik sistemleri biraz kafalarına göre çalışıyor özellikle ön çarpışmayı önleme bazen devreye girmiyor bazen hassas çalışıyori̇çeriden bagaj açma düğmesi yokanahtardan bagaj açma yokanahtardan arabayı sesli çaldırma yokses yalıtımı yetersizarka koltuklar yatırıldığında zemin düz olmuyorelektronik klima çift bölgeli değilarka koltuk klima çıkışı usb yokyolcu tarafı güneşlikteki aynada aydınlatma yokadaptif hız sabitleyicinin durkalk özellikliği yokmanevra çapı yeterli değil,26.08.2023
b segment süspansiyon konforu benim bildiğim iyi poloda boş oluyor dsg dertlendirebiliyor pahalı oluyor denk bir paket bulabilirseniz yüzden kadar ekmek kadar köfte biraz dabana göre fiyat performans oranı hala iyi olmakla birlikte keşke diyecek var tabi millet dolara nelere biniyor avrupada dolara swift alıyoruz bayide araba varsa falanşükür zamanında almışız yeni alacaklara allah yardım etsin,26.08.2023
benim burada aracın eliyle ilgili mesajlarımı sildirip duruyor birisi kimse gelsin bana özelden yazsın derdi neymişaracını satan arkadaş allah sana kolaylık versin bakalım piyasanın kadar altında gidecek övdüğünüz swiftson silinen mesajımda sarı siteden ilan koymuştum adam kazasız düşük kilometre swifti aylardır satmaya uğraşıyor sıfırı son zam yedi artık ucuzu başlıyor adam hala satmaya uğraşıyor son fiyat gelen alır diyerekbugün benimkini satmaya kalksam anca gidecek üstüne bir araba parası koyacaksın segment yükseltesin hey yavrum heybir araba tek japon b segmentmiş yorum yapmayın allah aşkına jazz orada öyle macar slovak çek üretimi değil gerçek japon piyasa seçimden sonra bir otursun el hondadan devam bir piyasası olmayan araç almak tövbeler tövbesi,26.08.2023
ırtıbat kurabılırmyz tesekkurler,12.08.2023
s,12.08.2023
kmdeki model aracımı muayeneye soktum kusursuz çıktı son martta servis bakımına girmişti bir balatalar degismisti egzoz muayenesinden önce vitesi boşa alıp el frenini çekerek dip gaz yapın egzoz temizleniyormus görevli çocuk yaptırdı sağolsun frenler lamba egzoz tekerlek diş derinliği raporda yazanlar önemli konular bunlar bir sileceklere dikkat etmek lazım bence,12.08.2023
tüvtürk sorun oluyor muhabbeti var ustalara sormak lazım,12.08.2023
i̇stanbul maslak sanayi sitesinde aksiyon suzuki murat usta var ankarada i̇maj suzuki tuncay usta var internetten telefonunu bulup telefon açıp soruyu onlara sorarsanız doğru sonucu alırsınız iki ustada türkiye deki eski suzuki ustalarıdır,12.08.2023
merhabao kasayı severim hatta tek kapılısı havalıydı ilk gençlik zamanlarımız bin model güzel kilometre baktım rakam güzel bin liraya kadar ilanlar vararabanın durumu iyiyse motoru vs baktırdıysanız olmasın ben lpg sevmiyorum konuda bir fikrim yok ancak suzuki iyidir rakamlara başka uno twingo broadway gtibi alternatifler olabilir onları değerlendirip bakmışsınızdır zaten,19.08.2023
merhaba herkese aranızda yeniyim model swift gl aracım var şikayetim araç kasisten çukurdan geçerken amortisörün vurduğunu hissediyorum yumuşak yapmanın bir yolu var birde debriyaj yukarda kavrıyor yoğun trafikte titreyerek kakış yapıyor nedendir sizce,19.08.2023
eski leon aracımda sensör yandığında butonuna uzun basınca sönerdi sizde öyle mümkün,19.08.2023
sensör butonu yok hocam yada ben bulamadım aradım araç içinde bir buton var nede gösterge menüsü içinde sıfırlama varvitarada tecrübem aracı sürdükten bir süre sonra sensör uyarısı otomatik sönüyordu,19.08.2023
sensör ayarlı bilemedim sönüyor bir dene tekrar istersen benzincide basıp,19.08.2023
resime gitmek tıklayın ön lastik arka lastik,19.08.2023
buton yok dk yol gidince güncel basıncı algılar sensör bozulursa kodu aliexpressde adeti tl serviste orjinali tane fiyatı bin tl civarı resime gitmek tıklayın,19.08.2023
selamlar model swift mt aldım lpg takılı km muayene kasımda olacak araştırmadan acil araç lazımdı fiyat model km düşünerek aldım titreme hissettim ustamın önerisiyle alır almaz çelik supap taktırdım genel bakım yaptırdım başka tavsiye edeceğiniz bir durum varsa yazabilirsiniz,19.08.2023
hayırlı olsun parça lazım olursa japonlacom sitesi işinize yarar,19.08.2023
merhaba ben hepsine basıyorum sensör uyarı vermiyor onu deneyebilirsiniz,19.08.2023
almanya dünyaca ünlü nurburgring yarış pisti yarışmak otomobil kiralamak isteyenler firmasının suzuki swift leri yarışıyorlar resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın,19.08.2023
resime gitmek tıklayın bunu önermiş sistem bilemicem şimdi ustalar alışmış gelene elindekini vermeye d,05.08.2023
orjianli servis haricî bulmak getirmek masraflı amazon falan anca muadil olarak kaliteli filtron yada mann var tavsiye ederim,05.08.2023
yanıtınız icin teşekkürlerbugun serviste orjinaliniyle değistirttim klima kendine döndü asagi yukari tl bir fiyat tuttu,05.08.2023
önceki sahibide koymuş bende koydum diyenler vardı birde su radyatoru lazım tekirdagda zor bulunmuyor,05.08.2023
arkadaş yardımcı olur size kargo vs güvenilir birisi muharrem kılıç,05.08.2023
hayırlı olsun filtron blueprint markada kullanabilirsiniz muadil olarak sıkıntı yaşamadım ben,05.08.2023
herkese merhababugün ankara tecimeroğlu servisinde bakım yaptırdım lira tuttu arabayı sabah bırakıp öğrede sonra gidip aldım sağolsunlar arabayı güzel yıkamışlar şekilde teslim ettilerbu arada termos vs bir kampanya yoktu kampanya bitmiş sanırım,05.08.2023
polen filtre meselesini çözüyorsunuz ben bir siteden buldum başka bir araç model polen filtre göndermişler filtre servisin taktığından kaliteli sağlam duruyor ortalama arası kampanya liraya temin edilebilir düşünüyorum resime gitmek tıklayın resime gitmek tıklayın,05.08.2023
polen fiat linea aynı model,05.08.2023
öğleden önce bırakıp öğleden sonra aldım inanın bilmiyorum,05.08.2023
suzuki swift sağ tıkırtı printer çizdim resime gitmek tıklayın,05.08.2023
eline sağlık japonla site var elemanla görüş internet üstünden senin adına satabilir,05.08.2023
sitesine baktım ihtiyacım olan parçalar mevcut satış konusunda emin değilim urettigim parçanin satışı vs vs prosedürlere boğulmak istemiyorum şimdilik kendi aracimda deniyorum yeterli hiçbir yerde bulunmuyor parça yurtdışında satış fiyatı dolar civarından başlıyor kargo vs haric,05.08.2023
valla sen dene sonuçta başka ihtiyaç sahibine uygun fiyata verirsin azından birilerinin işi görülür eline sağlık tekrardan,05.08.2023
rot balansciya gittim aracı yukarı kaldırdı lastikleri salladı falan sağ teker yerinden çıkacak oynuyordu direksiyon kutusu sökülecek tamir olacak yoksa değişecek falan dedi aracı aldım sanayideki dükkana götürdüm lastiği sokunce rot milinin içten oynadığını gördüm sonra tıkırtı burcu meselesini keşfettim diğer tekeri söküp direksiyonu tam sağ yapınca plastik parçayi cikartabildim hemen ölçü alıp bastım taktım printerden bastığım parçayı aydır deniyorum problem yok,05.08.2023
sanayi kucak yapmayı sever yeterki bilmeyen birileri gelsin,05.08.2023
arkadaşlar merhaba bende model otomatik swift aldım bi sıkıntım var aracın radyatör civarından buhar geliyordu ustaya götürdüm radyatör ömrünü tamamlamış tamir olmaz dedi yeni sıfır radyatör aldık taktık üç gün oldu arac ısınınca kullanınca yine buhar çıkıyor miktarda radyatör civarlarından usta baktı kaçak vs yok dedi bilgisi fikri olan var araç su eksiltmiyor hararette sabit anlamadım,12.08.2023
ustad suzukı swift tıkırtı burcu nerden bulabılırım,12.08.2023
uygun fiyata halletmişsiniz araç kaç model hibrit mi düz swift mi,05.08.2023
bana normal yağ koymadılar castrol kullanıldı maliyetin çoğu parça fiyatları i̇şçilik ücreti uzun süredir aynı sanırım garanti dolunca parçaları netten alıp yine servise giderim kabul ederlerse kısmen haklı olduğunuz noktalar var sadece katı atık değil soğutma suyu cam suyu ıvır ızıvr şeylerden bi kaçırıyorlar ben olaya verdim aldım gözüyle bakıyorum bir servisin kullanıcı hatası başından savacağı mevzuyu hızlıca çözdüler fren balatalarını kere kontrole götürdüm hocam bin kullan gel bi gidecek son ben değiştirin çıksın aradan değiştirttim zamanında kazalı baleno aracımı satarken eksperin abartması yüzünden satışım patlıyordu alıcıyı tuttum elinden onarımı yapan özdemirler servise götürdüm adamlar aldı karşına alıcıyı açtı tane onarım anında çekilen resmi bi taraftan bakım seceresini göstersi adam tamam anlıyorum aracı diyene kadar var yok güzelce anlattı benden aldığı yüz lirayı ben bunun bikaç tecrübe çoktan çıkardım zaten geldi gene enayi diyip elini ovuşturan bi kurum hissetmedim sanayide tam olarak bunu hissettiriyorlar bana i̇zmirde bana bana olmaz zaman servisin tavrı bozulur zaman ben çamur yaparım şimdilik memnunum,05.08.2023
bir servis örneği opelden vereyim chevrolet aracımın kliması arızalandı araç zaman bin tl idi tane klimacıya gittim klima incek önden arkaya tek tek bakıcaz bin çıkabilir bin dedi aracı sattım uygun bir fiyata arkadaşa arızalı ona aynı şeyleri söyleyince servise götürmeyi akıl etti zamanlar ben servislerde insan dürtüyorlar sanardım meğer spesifik bi parçası varmış arıza yapan liralık ufacık bi parça arıza tespiti di arızanın kendisi tl tuttuğu lira aldılar adamdan yaptırdı bindi araca yıllarca yaşında opel aracımızın arızasını sanayide harcayıp çözemeyince yetkili servisye liraya yaptırdık başka bir arızayı ücretsiz tespit edip bizde pahalı olur sanayide yaptır sadece şurasını yaptır bunu bunu kitlemesinler boşuna uyardı servisler sistemin parçasıayarı kaçırmadıkları sürece sorun yok şimdiye kadar faydasını gördüm,05.08.2023
günaydın manuel vites polen filtresi değişmemiş hali sadece yağ bakımı hava filtre lastik rotasyonu mart te idi bakım zamanı kampanya yeni yıl zammı olmasın diyerek girmiştim,05.08.2023
arkadaşlar merhaba model suzuki swift bi araç aldım rolantide dalgalanma titreme motor soğuk iken vites geçirirken stop etme sorunum var yaptırdıgım işlemler gaz kelebeği temizlendi sökülmeden oksiyen sensörü degişti buji buji kabloları ateşleme bobinleri değişti sorunum hala devam ediyor yardımcı olabilecek birileri var mutlu olurum,05.08.2023
ağustos ayında bin tl dediler bende sanayide yaptırdım,05.08.2023
arkadaşlar tekrar merhaba ankara servis fiyatı genellikle civarı verdiler sakarya verdiler,05.08.2023
joy cliolar olmuş sarı sitede bence normal fiyat,05.08.2023
aracınız hayırlı olsun benim önceki araba splashta şekildeydi karşıdan gelenin gözünü almasın fabrika çıkışı sol far sağ fardan bir tık kısa mesafeyi gösteriyor orijinali şekilde,05.08.2023
hayırlı olsun orjinal hali öyle yoksa karşıdan gelen aracın gözünü alır,05.08.2023
arkadaşlar iyi akşamlar otomatik aranıza katıldım ctesi yağ bakımı yapacağım hangi yağ önerirsiniz birde sorularım olacak yardımcı olabilecek araca sahip olan yada olmuş dostumuz varmidir teşekkürler,05.08.2023
normalde kitapçıkta yazan türkiye şartları ayağına u çakıyor hepsine servis dahil,05.08.2023
iki bakımdır yağı kullanıyorum lubex yağın istanbul yetkili satıcısı site zaten tavsiye ederim bir sorun yok önceden paylaşmıştım oradan bakabilirsin işçilik dahil herhanlde tl civarına bitirirsin bakımı,05.08.2023
ben ustaya konuştum yada dedi bilemedim tip modern durmasada gidişi fln hoşuma gitti aracin,05.08.2023
merhaba splash aracımda çakmaklık arka silecek ayna ayar düğmesi çalışmıyor sigortası atmıştı değiştirdiler fakat hafta sonra aynı yerler tekrar gitti muhtemelen çakmaklığa taktığımız ucuz ürün attırıyor sigorta şemasını paylaşacak olan var mıdır ben kendim değiştirmek istiyorum,29.07.2023
kaç model araç,29.07.2023
model hocam,29.07.2023
birde aracı yaklaşık aydır kullanıyoruz ara biraz bende kaldı yakıtı çabuk bitiyor full depo km felan gidiyor geldi bana i̇stanbul şehir içi dizel aracım var yakıyor son olarakta lastik almayı planlıyorum orjinali fakat takmışlar orjinal takmayı düşünüyorum artı eksi nedir teşekkürler splash grubu uzun zamandır cevapsız kaldığı burdan yazıyorum teşekkürler,29.07.2023
resime gitmek tıklayın tek bulduğum görsel den e kadar kontrol edin bence,29.07.2023
arası swift direksiyon sağ tıkırtı burcunu yazıcı bastım sonuç mükemmel,29.07.2023
eline sağlık seneye artık parçaları basarlar servislerde,29.07.2023
geçtiğimiz cuma günü hastane dönüşü baktım acayip trafik var göstergeyi sıfırladım sıfırlamadan once saatte km yol gittim km yakıt sarfiyati oldu merak ediyordum aşırı trafikte yakar resime gitmek tıklayın resime gitmek tıklayın,29.07.2023
resime gitmek tıklayın bende aynı fena trafiğe girdim geçen,29.07.2023
kasko yeniledim imm milyon yetkili servis cam vs var zurich sigorta model sigorta oda sompo,29.07.2023
güzel bi rotçuya götür hayırlıdır,29.07.2023
periyodik bakımbalata değişimini yetkili serviste ye yaptırdım suzuki logolu termos hediye edildi,29.07.2023
ben olsam size yorgan takımı bile verirdim suzuki logolu sonuçta iyi para vermişsiniz,29.07.2023
sanayiyi sevmiyorum hocam araç konusunda düzüleceksem işin ehline düzüleyim isterim çakal çukul tayfa kaynıyor sanayi tahammül edemediğim cahil cühela birinin karşıma geçip beni salak yerine koymaya çalışma çabasına şahit olmak hele elin yüzün biraz temizse hemen tavırları belli oluyor mütevazi olanlar iş konusunda pir olamayabiliyor ikisinin iyi olduğu seçeneği bulabildiğimiz ihtimallerde yok değil arayışa ayıracak vaktim yok servis şimdiye kadar onarım olsun kontrol ufak tefek konular olsun garanti kapsamı mevzularda yokuş yapmayarak vs fazladan verdiğim paranın hakkını çıkarttı sanayi basit arızalarda bile dolandırmaya çalışıp sorunu çözemeyip arabadan soğuyup ederinin aştına satmama sebep oldu farklı markalarda bizzat yaşadığım yetkili serviste sanayiden uyguna yaptırdığım bir örnek oldu özdemirler servisinden memnunum gönül ister uygun olsun ülkenin hali ortada,29.07.2023
azından balatayi oradan alınabilir normal bakım hadi neyse sonuçta suzuki balata üretmiyor zaten arada i̇stanbul tonguç freni öneririm civarı ön balata işçilik dahil swift,29.07.2023
cuma bakıma bin km özdemirlere gittim sadece yağ değişimi hava filtre değişi vs tl termos kampanyasının altında kaldığım termossuz kaldım kubilay beye ilgisinden dolayı forum aracılığı teşekkür ederim,05.08.2023
eyvallah hocam aracı nadir kullanıyorum kilit tuşu varmış bugün gördüm eşim kullanıyor oda araç kendini sürüşe başladıktan sonra kapıları kilitlese kapının kilitlenmesin beklemeyip kendisi biner binmez kilitliyor bir sorum olacak sizlere araçla otoparktan çıktıktan sonra dik bir rampadan iniyoruz yokuşun inişine giriş yapmadan önce ayağım gazda değildi araç direk kendini salıyor ver batarya bir besleme yapmıyor ekranda öyle gördüm hava dereceydi kâğıthaneden levent arası akıcı bir trafik vardı batarya yarım gözüküyordu durmama rağmen start stop devreye girmedi kaçırdığım bir ayar varımdır yola çıkmadan önce otoparktan çıkarken iki devreye girdi yolda tekrar devreye girmemesine anlam veremedim aracın kâğıthane levent arasında sıkışık trafik yakıyor şuan eski aracımız klasik yarı otomatik lancia y vardı araca eşim alıştıkça yakıt düşer sanırım soruma sıkılmadan cevap veren arkadaşlara tekrar teşekkür ederim,29.07.2023
aynen yol tutuş efsane gerçekten kalıbına göre iyi viraj alıyor lastiklerle maalesef aracın sevdiği kaymak asfalt açıkçası b sınıfı olup abartı konforlu araç görmedim polo biraz sessizdir,29.07.2023
merhaba gün önce satın aldığım model sıfır suzuki swift hybrid glx premium çift renk aranıza katıldımkış lastiği orijinal ebatta hankook icep aldım tanesi tlbayide orijinal suzuki̇ ön kol dayama kapı yan bantlarını taktırdık güzel olduhavuz paspas bakıyorum rizline firması görüştüm satıştaki ürün sonrası yazmasına rağmen sol ön paspasta klips olmaması şoför koltuk altı lityum iyon batarya nedeniyle uyumsuz olduğunu söyledibir otoline marka buldum güvenemedim,29.07.2023
hayırlı olsun güle güle kullanınben aldığımda kol dayama kapı bantlarını serviste yaptırmıştım gayet memnunum hibrit olmayana havuz paspas tam oluyor hibritte bilemiyorumgeçen sayfalarda arabaya uygun bagaj havızı vb güzel başka ürünler linkleri geçmişti onlara bir bakın,29.07.2023
resime gitmek tıklayın,29.07.2023
tekrar merhaba cumartesi günü aracı servise götürdüm öncelikle ustayla dk akan trafikte üsküdar sahil kosuyolu arası kullandik kullanım oncesi gosterge sifirlandi akan trafikte arasi salindi bitirdi fakat söylediğim erken saatte trafik akiciydi neredeyse hicbir ışığa takilmadik dolayisiyla cok fazla sehir ici kullanimi olmadi fakat sonrasinda cihaz baglantisi yapildi elektronik değerlerine bakildi iyi seviyelerdeydi sadece gunes sensörü ilgili bir uyari vardi havanin durumuna gore normaldi dolayisiyla ustanin kullanimda herhangi bir sorunu olmadigini soylemesinin sira cihaz gostergesi onu doğruladı diyebilirim soguk hava etkisi kullanimdaki kisa mesafe kullanilan bölgedeki egim durumdan kaynaklı oldugunu düşünüyoruz aracın kullanimi haftanin günü kozyatagi atasehir arasi mesafede oluyor motor henüz isinamadan arac duruyor bir durum var baska bir ihtimal kalmadi görünüyor yakit enjektor atim degerleri vs normal görünüyordu motor yağının yakit uzerinde dikkate deger herhangi bir etkisi olmayacagini soyledi yetkililer sonuç olarak herhangi bir islem yapılmadi degerlerin beklenildigi oldugunu soyledi guzergah hava sicakligi kullanim mesafesi pedal kullaniminin etkili durum oldugu sonucu çıkıyor,29.07.2023
hayirli olsun hocam hankooku iyi bulmussun fiyat cekmislerdi bana ancak sadece adet bulabildim ye starmaxx aldim ben gerci onu zor buldum hibrit olmayana rizline guzel uyuyordu,29.07.2023
hayırlı olsun güle güle kullanın şehir içi gayet güzel bir araç,29.07.2023
ön lastikler arkalar yük varsa arkalarda olabilir resime gitmek tıklayın,29.07.2023
arabanın yumıuşaklığı yeterli bana göre süspansiyon çalışma aralığı kısa dediğiniz küt vuruyor bazen eski aracım dizel cruze idi swift rahat yol tutuşu iyi cruzenin tek iyi yanı motoru güçlüydü ona göre tüketimi vardı,29.07.2023
yok,29.07.2023
suzukilerde yağmur sensörü aksesuar olarak satılıyor parça kodu resime gitmek tıklayın,29.07.2023
teşekkürler bilgilendirme,29.07.2023
resime gitmek tıklayın i̇ki yıllık bakım parçalarını toparliyorum ufaktan kaşar fiyatlarından sonra herşey korkutuyor artık beni,29.07.2023
once bahsettigim kislik lastik alimini yaptim starmaxx marka tanesi bizim ebatlari ureten marka kalmamis starmaxx icin bile saat dolandim bir usta takmak istemedi japonlarda riske girmem dedi baska bir yer onerdi ancak onda lastikler pahali cikti sonuc olarak petlas uretimi icime sinmese almak zorunda kaldim,29.07.2023
ustanin kafası iyi sanırım bin km dir lastik var mevsim herhalde karını düşündü,29.07.2023
yok hocam karla alakali degil japonlarin kucuk arabalarinda orijinal ebatlarin disinda surtme vakalari yasaniyormus risk almayalim bence dedi ben kabul ettim kendisinde yoktu zaten vardi bi nevi kendi cebine girecek paradan vazgecirmis oldu,29.07.2023
i̇nan full dolu kişi yolda denedim kesinlikle sürtme yok neyse artık başka lastiklere aracı satmaz isen aklında bulunsun,29.07.2023
nasip artik devam edersek aklimda bulunur gecen hafta opel bayisine tl den takasa verip corsa aliyordum nerdeyse benim isler belli olmaz,29.07.2023
kasım ayında ben aracı alırken bin tl den corsa ultimate teknoloji paket araç bin tl idi arada bin fark vardı açıkcası bin farka değecek görmediğim boşuna ekstra kredi falan yormak istemedim kendimi birde corsanın arka koltuk dar swifte göre yanlız corsa almış olsam sadece bg almak isterdim tabi ister istemez yakıt tüketimi fark edecekti şuana göre şehir içi yakıyormuş corsa grubunda kullananlar hayırlısı olsun sizin,29.07.2023
benim şansa araç üstünde direk dört mevsim lastikle kullanmaya başladım kullanmadım sadece eski aracım olan üstündeki lastik karşılaştırma yapabilirim ondada biraz haksızlık olur arabaya lastik kesinlikle sürtmüyor araçta,29.07.2023
tam aynı fikirdeyim ben arabayı alacağım zaman yine pek araba bulunmuyordu corsa yeni çıkmıştı bayide baktık arka koltuk dar gelmişti tavanı alçak benim iri birine asla olmaz hemen elemiştik güzel şık araba pek tabi hatta şimdi makyajlanıyor haber okudum almak isteyen sağlıkla güzel günlerde kullansın,29.07.2023
swifti değiştirmek istiiyorsanız imkanınız varsa honda jazz crosstara bakmanızı salık veririm bir kullandım biraz inceledim bence iyi bir araba teknolojik tipini herkes pek beğenmiyor ben beğendim fiyatı yüksek onu biliyorum arada fiyat farkı var grupta araba almak isteyen imkanı olan bence mutlaka bakılması gereken bir araba,29.07.2023
hocam bahsettiginiz araci hyundai tucsondan pahaliya satiyorlar opeli secme sebebim takasta iyi para vermesi tl sifir faizli krediydi sadece tl koymam gerekiyordu jazza swift parasi yetmiyor bile,29.07.2023
selam arkadaşlar hybrid olan kasa sürüş esnasında kapıları kitliyor,29.07.2023
öyle bir özellik yok istersen obd portundan bi modul takılıyor km üstü otomatik kitliyor ozaman,29.07.2023
kendi kilitlemiyor şöför sol tarafında düğmeler var kapıları camları kilitleyip açmak camları açıp kapatmak aynayı kapatıp açmak oradan yapılıyor,29.07.2023
eski arabalar şoför tarafından yapacağız anladım teşekkürler,29.07.2023
teşekkür ederim evet otomatik yanıyor,29.07.2023
geçen yıllarda powerbank hediye edip hediyeyi tlden tlye indi faturaya yazıp indirim yüzdesine dahil etmişlerdi yine ufak bir indirim yansıdı hediye haricinde yine böyle bişey sanırım balatalar bitmek üzereydi aradan çıkarayım bari,29.07.2023
bence balata servise gitmeyin fahiş fiyatı,29.07.2023
hayırlı olsun hocam ben kullanamadım sana yakışmış düşünen olursa senden destek alabilir,29.07.2023
bende bekliyorum yardımcı olacak var,04.10.2023
