"Tutmasınlar bence ellerinde kalabilir, tuttukları şey                   ",geçen ay
böyle büyük bir sektör keskin bir biçimde tasarım değişimini kaldırmaz. konsept tasarım çin bile fazla ütopik.daha yumuşak geçişlerde gerçekleştireceklerdir.                ,geçen ay
"@ApsnyÇinli firmalar bu firmaları yok edemezler ama tahminen tüm şirket politikalarını değiştirmelerine sebep olacaklar, dikkatlice bakıp değerlendirecek olursa Alman firmaları boş değiller sadece klasik tekel tavırları içerisindeler, buna sebep olan iki şey insan bencilliği ve algıların insanları tutsak etmesi ağına çekmesi de diyebiliriz.Çinli firmaların yeni araçlarını tecrübe edildikçe X bir marka ile aradaki farka değip değmediği gerçeği satışlara yansıyacak, sanat sanat içindir kafası sanat insan içindir kafasına yenilecek, şunu da unutmamak lazım sonuçta değişen lider firmalar olacak belki homojen bir pasta dağılımı olacak ama iyi konumda olan firmalar yine bildiğiniz gibi dediğim dedik olmaya devam edecekler.Biz şanslı tüketiciler bu geçiş süresi boyunca F/P modelleri görüp alabileceğiz hepsi bu :)                ",geçen ay
"Noldu ya! Hani Teslalar çok çirkindi. Niye o övdüğünüz markalar, hatta Tesla'yı biterecek dediğiniz 100 yıllık markalar bir anda Tesla gibi tasarımlara girişmeye başladı.Biz bunu daha önce dedik. Elektrikli araçlarda iki ülke Dünya'yı domine edecek diye. Bir Amerika(Tesla)İki Çin(BYD vs)                ",geçen ay
Mercedes neyse de BMW ne kadar çirkin duruyor ya! Tasarımcının işine son verilmeli                ,geçen ay
-yow yeğenim fitessiz araba mı olur-motorun sesini duyacan aga aga-kank onlar araba değil oyun bilgisayarı ehu ehu-audi audi aga volva volva                ,geçen ay
GTA5 Mod değilmi la o :)                ,geçen ay
Mercedesin içi afedersiniz kerhaneye gibi ... belli bir kesime hitap ediyor.. biraz daha sade yapın arkadaş..  BMW ise futuristik yapacağım diye kusturacak iç mekan yapmış.. abi tesla tesla diyorsunuz işte tesla saf sade bir yapıda arac yapıyor sizde oglrnek alın işte..                ,geçen ay
fabrikadan halka satmadıktan sonra tesla ile rekabet edemezler.bayi distribütör aradan çıkmalı                ,geçen ay
İlkokul 1. sınıf çocuğuna araba çiz desen BMW'nin tasarımdan daha güzelini çizer. Bu nedir arkadaş !                ,geçen ay
premium araç üreteceğiz diye afedersiniz bir boka benzememiş her iki araçta...                ,geçen ay
Bmw tasarım ekibinin tasarladıklarının yanında bildiğimiz çöp kamyonu daha estetik ve işlevsel görünüyor.                ,geçen ay
review,date
"
ABD'li yarı iletken şirketi Qualcomm, yaptığı açıklamada lüks otomobil üreticileri Mercedes ve BMW'ye araç içi bilgi-eğlence sistemlerine güç sağlayacak çipler tedarik edeceğini duyurdu. Qualcomm, geçtiğimiz yıl düşüşe geçen bir pazar olan akıllı telefonlarda kullanılan çiplerin önde gelen tedarikçisi konumunda olsa da kendisini tüm mobilite alanlarında sergilemek istiyor.Qualcomm, bir süredir araçlardaki bilgi-eğlence sistemlerinden gelişmiş sürücü destek sistemlerine kadar çeşitli işlevlere güç sağlamak için otomobil üreticileriyle birlikte çalışıyor. Firma çözümlerinin başarısı sayesinde son çeyrekte otomotiv gelirlerini de yüzde 13 artırmıştı.BMW ve Mercedes'in yüksek teknolojilerinde Qualcomm imzasıYapılan açıklamada Qualcomm, BMW’ye akıllı ve sofistike deneyimler sunmak için Snapdragon Digital Chassis yüksek performanslı Snapdragon Automotive Cockpit, Auto Connectivity ve Ride platformlarını sunacak. Snapdragon Cockpit ve Auto Connectivity platformlarına sahip araçlar yollara halihazırda çıkarken Snapdragon Ride platformlarına sahip araçların 2025 yılında satışa sunulması bekleniyor.Ayrıca Bkz.Mercedes ve BMW, Tesla'ya kafa tutmak istiyor: İşte yeni konsept otomobillerMercedes tarafında da benzer şeyler bulunuyor. Snapdragon Cockpit ve Auto Connectivity platformları, Mercedes-Benz User Experience (MBUX) multimedya sisteminin bir parçası olarak dijital olarak gelişmiş özellikler sunmaya yardımcı olacak. Snapdragon Digital Chassis çözümleri, üstün multimedya özellikleri, güvenlik, kişiselleştirme ve sezgisel kontroller için son derece sezgisel yapay zeka (AI) ve ultra hızlı, kesintisiz bağlantı için 5G dahil olmak üzere kapsamlı araç içi kullanıcı deneyimleri sağlamaya yardımcı olacak. Mercedes-Benz E-Class'taki Snapdragon Digital Chassis çözümlerinin 2024'ten itibaren sunulması bekleniyor.Kaynak:https://www.qualcomm.com/news/releases/2023/09/bmw-group-and-qualcomm-demonstrate-continued-momentum-to-redefinKaynak:https://www.qualcomm.com/news/releases/2023/09/qualcomm-continues-technology-collaboration-with-leading-luxury- ",geçen ay
Artık uçan arabalar çıksın yeter ya kaç yüz yıl önceki imkanlarla üretilen araçları kullanıyoruz YETTİ VALLAHİ                ,geçen ay
Aracın yazılım için kullandığı cipleron başka ülkeden alınması ne kadar doğru..  almanlar kendisi üretmiyor mu acaba..                ,geçen ay
"Ben türkiyede düsünemiyorum ucan arabayi,  düsünsene bütün taksiciler ve dolmuscularin uctugunu ;)                ",geçen ay
Bizim ülkede uçakla yarışırlar hava trafiğinin .mina k.yarlar 🤣🤣🤌😁                ,geçen ay
😂😂😂 kural filan hak getire. Birde yolcuyla kavga ettikleri zaman havadan atarlar                ,geçen ay
"Dünyada kendi işlemcisini üretebilen ülke sayısı çok azdır. Çoğu ABD şirketlerinden çıkıyor, Samsung'un Kore'de kendi işlemcileri tasarlanıyordur heralde. Tayvan'da da çok büyük bir firma olması lazım. Avrupa'da belki bir adet şirket falan vardır, bilemiyorum.                ",geçen ay
review,date
2003 c 220 için orta konsol (kolçak) arıyorum. yardımcı olabilecek var mı                ,geçen ay
review,date
"
Yenilenen Mercedes Benz EQA ve EQB'nin ön bölümünde, daha pahalı modellerdeki gibi yıldız desenli parlak siyah panjura geçiş yapıldığı görülüyor. Farların da artık ince bir LED şerit ile birbirine bağlandığı modellerin tamponunda da aerodinamik odaklı dokunuşlar görmekteyiz. Arka tarafta ise boydan boya uzanan LED stoplar daha farklı 3 boyutlu motifle yenilenmiş durumda.EQA ve EQB'nin iç mekanında Mercedes'in dokunmatik kontrollere sahip yeni üç kollu direksiyon simidini görmekteyiz. Konsoldaki 10.25 inçlik bitişik ekranlar, markanın en yeni MBUX yazılımıyla çalışıyor. Bu yeni yazılım, üç farklı ekran stili, 10 farklı renk seçeneği ve daha sade bir arayüzü beraberinde getiriyor. Buna ek olarak cep telefonları kablosuz Apple CarPlay ve Android Auto ile sisteme bağlanabiliyor.Yenilenen modellerin orta konsolundaki trackpad artık yok. Bu eksikliği örtmek adına multimedya kontrolüne destek veren sesli asistan artık eskiye göre daha iyi çalışıyor. EQA ve EQB'de ayrıca Dolby Atmos özellikli Burmester surround ses sistemi de opsiyon olarak sunuluyor. Ek olarak, şeritte tutma asistanı gibi opsiyonel güvenlik sistemlerinin de eskiye göre daha az müdahaleci olduğu ifade ediliyor.Standart ısı pompasıyla daha verimli bir ısı yönetim sistemine sahip olan EQA, yüksek oturma pozisyonu ile araca giriş/çıkışı daha konforlu hale getirirken görüş açısını da iyileştiriyor. EQA'nın arka koltukları standart olarak 40:20:40 oranında katlanabiliyor. Kompakt elektrikli modelin bagaj hacmi 340 ila 1320 litre arasında değişiklik gösteriyor.Makyajlı EQB, ilk kez beş kişilik versiyonda çeki demiri opsiyonuna sahip. Otomobilin altyapısı bu özellik doğrultusunda güçlendirilmiş. Söz konusu model, önden çekişli versiyonda 1400 kg, dört tekerlekten çekişli versiyonda ise 1700 kg'a kadar römork çekme kapasitesine sahip. Ayrıca Bkz.Volvo, elektrikli MPV modeli EM90'a ilişkin ilk görseli paylaştıMercedes Benz EQA; EQA 250, EQA 250+, EQA 300 4MATIC ve EQA 350 4MATIC versiyonları ile satılmaya devam ediyor. Motor ve batarya seçeneklerinde herhangi bir değişiklik yok fakat yapılan aerodinamik iyileştirmeler ile maksimum menzil 560 kilometreye yükselmiş. Bu menzil, 70,5 kWsa'lik bataryanın kullanıldığı EQA 250+ versiyonu için geçerli.Mercedes Benz EQB ise EQB 250+, EQB 300 4MATIC ve EQB 350 4MATIC versiyonlarıyla tercih edilebiliyor. Sırasıyla 140, 168 ve 215 kW güce sahip bu versiyonlarda, EQA'da olduğu gibi 66,5 ve 70,5 kWsa kullanılabilir kapasiteye sahip bataryalar kullanılıyor. EQB'nin maksimum sürüş menzili de makyaj operasyonuyla birlikte 536 kilometreye çıkarılmış. Bu değer yine tek motorlu EQB 250+ versiyonu için geçerli.EQA ve EQB'nin maksimum şarj desteği hala 100 kW ancak daha büyük modellerden alınan Tak & Şarj et uygulaması sayesinde kimlik doğrulama ve ödeme yapmak için ekstra adımlar gerekmediğinden şarj için harcanan mesainin de kısalacağı ifade ediliyor. Makyajlı modellerin fiyatı henüz açıklanmadı. Mevcut EQA'nın ülkemizdeki fiyatı 2.360.000 TL'den başlıyor. EQB ise 2.450.000 TL başlangıç fiyatına sahip. ",geçen ay
aynı tas aynı hamam.                ,geçen ay
Biri süreyya hanımı atsın                ,geçen ay
Şu EQB çok çirkin. Eminim markası Mercedes olmasaydı yerden yere vurulurdu.                ,geçen ay
Önden bakınca fiat egea yı andırıyorGenel olarak ucuz japon otomobillerinin tasarımı mevcutMercedes'in kendine has sıradışı ambiyansından eser yok                ,geçen ay
Son yıllarda gördüğüm en çirkin Mercedes. Çok mu uğraşmışlar bunu ortaya çıkarmak için.                ,geçen ay
Elektrikli arabaları neden böyle garip çirkin yapıyorlar anlamıyorum.                ,geçen ay
Futuristik tasarım yapacağım diye ucubeye çeviriyorlar                ,geçen ay
review,date
Mercedes ciler satmasın diye tasarımı bilerek çok çirkin çizmişler herhalde                ,2 ay
Setra'nın eski tasarımları ne kadar güzeldi yeni nesil Setralar ise çirkinlik abidesi eski güzel tasarımlarından çok uzaklar yeni Setralar                ,geçen ay
review,date
Bende cevap ariyorum bu soruya :)                ,4 ay
140 binde 2012 model makyajli kasa bir GLK aldik bakalim.                ,2 ay
review,date
2012 model Mercedes C180 Estate var bende. Bugün aynısı bana da oldu. Düz yolda gaza yüklendim tak tak tak diye vuruntu gibi birşey oldu sonra sanırım güvenli moda aldı kendini dip gaz yapsam da turboya geçmedi yani gazı köklediğinizde turbo devreye girip ivmelenme oluyor ya o şekilde olmadı. 80 120 arası normal gazlama şeklinde gittim. Kontak açıp kapatınca geçti. İlk defa başıma geldi. Daha yeni aldım aracı 1 ay olmadı bile ne yapsam etsem bilemedim ciddi bir problem mi bu acaba turbo değişti vs mevzusu olursa en az 50 bin tutar sanırım aldığım kişi ile test ederken aracı aynısı olmuştu ama araba kendini kapatıp güvenli moda almamıştı. Sadece vuruntu oldu. Adam da Şahid yani duruma. Geri mi versem ne yapsam ne etsem çok keyfim kaçtı çok da sevmiştim aracı 66 bin de daha 2012 model ilk kullanıcısından aldım aracı                ,9 ay
"düşük hızlarda seyrederken birden gaza yüklendiğinizde vites düşüp vuruntu başlıyor, anlık 3-4 kez git-gel yaptırıyor gaza yüklenmeye devam edince güvenli moda alıp 2 bin devri geçmeden sürüşe devam edilebiliyor. bu şekilde ara ara sorun yaşatıyorsa %99 sorunun sebebi ""krank konum sensörü"".. m274 1.6 cgi yetkili servis fiyatı işcilik dahil 2,5- 3 bin₺ civarıdır. değiştirdikten sonra motor soğuk-sıcak farketmeksizin gaza oturduğunuzda sorunsuz ivlenecektir tekleme vuruntu yaşamazsınız. Ekstradan yaşa bağlı olarak yüksek basınç pompasına giren plastik hortumda eskiyebiliyor cüzi ücretle bunun da yenilenmesinde fayda varsorunun tespiti için yetkili servisten aracı xentry'ye bağlatıp tespit ettirmenizde fayda var.                ",9 ay
Hocam merhaba gerçekten nokta atışı yapmışsın. Muhtemelen teknik olarak anlıyorsun bilgin yüksek. Çok ama çok teşekkür ederim. Yaşadığım olayı kelimelere baya iyi dökmüşsün. İşinkomik tarafı 10 sürüşü sadece 2 sinde oluyor. Ustaya gittiğimde senin bu mesajı göstericem direkt :) ağzına sağlık çok teşekkür ederim. Umarım az maliyetli bir şekilde hallederim by sorunu. İster istemez insanın canı sıkılıyor. Severek kullandığım bir araç çünkü sıkıntısız kazasız belasız kullanmak istiyor insan.                ,9 ay
Hocam aynı sorunu ben de yaşıyorum. hata kodu yok diye sorunun ne olduğunu anlayamadık. Veskeyt ve turbo basınç valfini değiştirdim sorunum aynı devam ediyor. W204 kasa c180 2012 1.6 turbo 156hp model aracım. Bazen yapıyor bazen yapmıyor.                ,2 ay
"Benzer bir sorunu bugün yaşadım. Vites geçişleri çok acılı oluyor. 60 ile giderken araç yedinci vitese atıyor kendini ve 1000-1500 devir civarında seyir ediyor. Bazen de fren yaparken birkaç vuruntu yapıp düşürüyor vitesi.2 ay önce ABS sensörü bozuldu, düzelttik. 1 ay önce araç yolda bıraktı beni, şanzıman arızası sandım, neyse ki devir sensörü bozulmuş elektrik arızasından dolayı ve cüzi bir fiyata hallettik. Eminim bu da bir sensörden kaynaklanıyordur ama hatayı anlayana kadarki kısım zor.@mct2002  hocamın dediğini servise ileteceğim. Umarım bu sorunu çözer.                ",2 ay
review,date
Yazılımcıyım. Bot sistemi olacağından şüpheleniyorsan en başa bir captcha atarsın olur biter. Hatta otomasyon sistemlerinin web sayfanda çalışamaması için başka bir çok önlemler de var.   Sisteme captcha eklenmesi de ufacık bir geliştirme öyle atla deve değil sistemi kapatıp 1 ay uğraşılacak. Ya haberin ya da mercedesin külliyen yalan söylediğini düşünüyorum.                ,3 ay
kkm'eye 100 dolar yatırıp 101 dolar alabilen olmuş mu  ,3 ay
"Tabiki düşecek bende 2012 Passat vardı ilana koyacaktim. Baktım haşat cihazlara bunlara bu parayı veren highline passatima 100k fazla verir deyip piyasa fiyatını yükselttim. Kimse benim malım kötü demez. Beni gören de bunun Arabası mavi benim gri daha çok eder diyerekten piyasayı yükseltir. Bekar kızlarda bile evleneceği zaman arabasi olsun takıntısı bile fiyatları yükseltir.,                ",3 ay
O araçların %90 galericiler tarafından alınıyor farkındamısınız bilmem.                ,3 ay
"Corona virüs, dünyada  3 senede 6,895,246 can almış, kıyamet koptu, neden acaba, çünkü korona, zengin fakir dinlemeden saplıyordu. Hemen aşılar yapıldı, çareler aranmaya başlandı, oklar oraya döndü.   Yani bir işin ucu, toplumun zengin kesimine dokunmuyorsa, kimse tınlamaz, o iş sürüncemede bırakılır, bi şey yapıyormuş gibi, kıyısından köşesinden azıcık dokunulur ki millet uyanmasın, sesi çıkmasın!                ",3 ay
Aracın olup olmadığı sayfa gelmeden önce ben robot değilim gibi bir sayfa koysalar sorun çözülür. Yani captcha uygulaması. Yada ip adresine güncelleme yapma sınırı koyacaklar. 120 saniye bekleyin diye. Tabii bunu 120 tane bilgisayar ile çözerler.                ,3 ay
Araçların kime satılıp satılmadığı belli değil mi bunu devlet çözer. Satın alan eşine dostuna da aldırıyor diyelim ki bu aracı alan eş dostun bu parayı nereden bulduğu da sorulmalı mesela. Bunlar yapılsa karaborsa ile ilgili kanunlar var. Gelir denetimi de yapılsa tüm düğüm çözülür.                ,3 ay
niye stok var ki. koy satışa. alırken tahmini teslimat aralık de. satışı yap geç.                ,3 ay
O zaman o arabaları alanların yaptığı işleri yapacan doktor olmayacan                ,3 ay
Arz talep knk 20 sene önce de doktor mersoya biniyodu ;)                ,3 ay
"Tesla da online satıyor orada böyle bir sorun duymadım üstelik peynir ekmek gibi satılıyor iyi bir piyasası var şu an sokakta her gün minimum 2 tesla görür hale geldim. Bu otomobil mafyaları Tesla piyasasına el atmadı mı yoksa Tesla bir şekilde bu bot'çu otomobil mafyalarını engelliyor mu bilemiyorum. Arabaları piyasadan toplayanlar aynı kişiler, hepsinin ismi cismi belli Mercedes istese bu işin önüne geçmenin yolunu bulabilirdi aslında.  Öte yandan tabiki asıl suçlanması gereken konu bu otomobil mafyalarına yol verenler ve soruşturma açmayanlar. Ülkede hem sıfır araba alırken 3 araba parası vergi ödüyorsun bu yetmezmiş gibi arabaları yol verilen bu mafyalar topluyor 2 araba parası da onlar haraç ekleyip öyle satıyor. Ne diyebilirim ki bitti bu ülke boşuna yaşıyoruz                ",3 ay
Faizleri olması gereken seviyeye %70 lere çıkar bakalım ne oluyor piyasalarda fırsatçı stokçu kalıyor mu                ,3 ay
gelsinler sistemlerini türkiyede simule etsin firmalar. ücretsiz açık buluruz :)                ,3 ay
review,date
Sahibinden.com üzerinden satışlar düşmüştü. Sahibinden piyasada tekel olmayı sürdürmek istiyor. Markaların kendi sitesini kurmasını istemez. Bunu araştırmak lazım.                ,4 ay
"Hayır okuduğunu anlayabilseydin, bunu sormazdın.                ",4 ay
"Arkadaşlar uzun uzun yazmayayım diyorum, ya  kocaman firmanın bahanesine bak. Bir robot mu insan mı doğrulama koymak çok mu zor, hadi ordan ... Yazıklar olsun benimde günlerimi çaldılar, vaktimi çaldılar... Satış yapmadılar, şimdide sistemde bot vardı hadi ordan... Bu ülkedeki milyonlarca sahte müslümanın görünümlü değil kafir, şeytanın arasında müslüman kalabilmek gerçekten çok zor.                ",4 ay
botta istediğin kadar kredi kartı istediğin kadar tc ayarlıyaibliyon yeterki geçerli kimlik olsun ben şu an sanal kartlarda dahil olmak üzere 100 kimlik rahat buluyorum botu yapanlar emin ol bu işi baya baya baya iyi yapıyolar :)                ,4 ay
Çok namussuz bir millet olduk. Arabalara ilgi alakam pek yoktu bu haberden sonra param olsada alıp binmem malesef.                ,4 ay
"
Hocam, bence bot yoktur diyemem. Ama yazdıklarınıza sonuna kadar katılıyorum. Bot kısmı bu işin en fazla %30'unu kapsıyordur, en fazla ",4 ay
Kkm yuzde 40 veriyor. Yani kur yerinde dursa bile ayda yuzde 3 küsür faiz aliyorsun.   Şu anda bot kurmalarinin pek bir anlami yok aslinda.    KKM akıyor şu anda                ,3 ay
çok güzel algı yapıyorlar.                ,3 ay
Dün iphone kuyruğu vardı şimdi Mercedes🤣                ,3 ay
Yazacaklarımı bire bir aktarmışsınız.Arabaya tapılıyor bu memlekette haklısınız.Teşekkürler.                ,3 ay
Serin hikaye yazmış Mercedes :)                ,3 ay
Bot kurup araç almak. Lafa bak. Yemin ediyorum bu ülkenin dünyada başka bir benzeri yok..                ,3 ay
"Uyuz adamlar birer birer koymak yerine koyun bin tane on bin tane satışa, botlar hepsini alacak değil ya! Fabrika ayda yüz binlerce araç üretiyor.                ",3 ay
Adam 3 ayda 6 tane araç satıyor kkmli baka kalır.                ,3 ay
review,date
Mantığınız ilginçmiş.                ,4 ay
Mercedes'in Türk dolandırıcılarla imtihanı.  ,4 ay
Online’dan daha önce araç alan kişiye araç satmasınlar. Çözümü bu kadar basit.                ,4 ay
Şu an için en makul çözüm 2. elde ithalatı serbest bırakmak. Tabi ki vergisini almak koşuluyla.                ,4 ay
ülkemizde para olsun her türlü dolandrıcılığı yaparlar bunlara büyük cezalar ve meslekten men etmek gerek.                ,4 ay
"Araba fiyatları yükselmeye devam edecektir. 2025'den önce fiyatları düşürmeye yönelik hiç bir polisiye önlem işe yaramayacaktır.İstersen araba alanları hapise at, hapisten bile işlem yaparlar.                ",4 ay
Bu işin tek çözümü üretim arzını köklemek olacaktır. Diğer çözümler geçici şeyler                ,4 ay
"Bu ülkede kan emici galeriler, para göz showroomlar ve piyasayı allakbullak eden sarı siteler kapanmadıkça, devlet tarafından sopalanmadıkça milletin araba çilesi bit-mez !!! Çözüm bu üçünden kurtulmak. Arabayı yatırım aracı yapan sistemden bir an önce kurtulması lazım hükümetin. Bu dolandırıcılıktır, bu kul hakkıdır.                ",4 ay
"Benim 2018 Mercedes CLA aracım var, kaç defa koluman'a gittim. Aracımızı değiştirmek istiyoruz dedim. Araç yok bahanesi, online satış bahanesiyle sürekli oyaladılar. Beter olsunlar ticaret bakanı müşaviri arkadaşım direk ilettim.                ",4 ay
Sahte müşteri olayı kurnazlığı                ,4 ay
Botlara karşı önlem düzgün bir captcha ile halledilir. geliştirme test etme canlıya alma süresi max 1 haftadır. Dediğin gibi dertleri başka.                ,4 ay
"
 ",4 ay
review,date
"Kan emiciler. Vampir görünümünde de olabilir, sivrisinek de.                ",4 ay
Dh ölücüleridir onlar…                ,4 ay
Şaka gibi ya! Bizim insanimizın aklı neden hep böyle fesatlıklara çalışıyor                ,4 ay
Sadece araç değil yedekparçada da aynı şeyleri yapıyorlar. mercedes parça koduyla sabir fiyatlı satış yapar fiyatlarda talebe göre dalgalanır. 10 ile 160 euro arası değişebilir bazen bir parçanın fiyatı ve al satçılara iyi ekmek bırakır.                ,4 ay
Bu olay sadece otomotivde değil büyük futbol takımlarının maçlarında online bilet satışında da yapılıyor. Bot ile satın alınan biletler karaborsada satılıyor.                ,4 ay
Bunu Mercedese özellikle görüşüp söyledim araç anında gidiyor diye.   Asıl iddia nete araç konmadan belirli kişilere haber veriyor çalışanlar. Adam tak saatinde alıyor.                ,4 ay
mercedesin türkiye ofisinden bazı namussuzlar içerden bilgi sızdrımazsa bu düzeni kurmaları nerdeyse imkansız..                ,4 ay
"Bir TC ile 3 ayda 1 alma limit koysunlar bak nasıl duruyor bot... Ama işlerine gelmez ki, çat diye satıyorsa adamın umrunda olmaz. Sıfır fiyatından fazlaya satamazsın diye yasa koysalar da adamlar onu da aşar, fazlasını elden alırlar bu kadar basit. Hükümet bu işi micro management ile yönetmeye çalıştıkca iş çığrından çıkacak...                ",4 ay
"Sadece kendileri almıyor ki, çalışan yakınlarına da aldırıyorlar...                ",4 ay
Dolandırıcılık Ortadoğu milletinin kanında olduğu için hiçbir şeye şaşıramıyorum.                ,4 ay
Ekonomi bu halde olduğu sürece asla düzelmez bizim gibi binici vatandaş alamaz belediyeye giren işini biliyor meclise giren işini biliyor en ufak torpil mertebesine giren kullanıyor bayiler de galericiler de bunların ufak görünür kısmı sadece                ,4 ay
Daha yeni pandemi döneminde bot kurup oyun konsolu alıyordu bu zihniyet. Kar ekleyip satıyordu. Küçüğü büyüğü yok milletimizde ahlak problemi var.                ,4 ay
Evet Türkiye maçı karaborsa abi satan site belli kişi belli. Ver müebbet hapis cezasını o kişiye kredi kartı sahibine...                ,4 ay
Ülkede mercedes kalmıyor bir de kriz var derler                ,4 ay
Dolandırıcılar her zaman bir yolunu bulur.                ,4 ay
Evet milyonluk araç piyasada bulunamıyor                ,4 ay
review,date
Tesla hisseleri 📈                ,3 ay
Bükemediğin eli öpücen                ,3 ay
Yenilmekle ilgisi yok hocam ortada 20 senelik arge var üstün teknoloji var merso neden kolayı varken zoru tercih etsin                ,3 ay
Yenilmeyi kastetmedim dostum tam olarak zamanında reno motorları da koydu uğraşmaktansa hazırı var hesabı                ,3 ay
tesla gerçekten çağın ötesinde bi araç                ,3 ay
Elektirikli araç alıyorsam  gidip EQE almam yıldız bitmiştir.    Uzaktan erişimi olmayan  ev araç alınmaz.   Elektirikli arabanın efendisidir tesla.                ,3 ay
Mercedes işini biliyor.                ,3 ay
"Mercedes, Teslanın %10 hissesine sahip olduğu için normal bir gelişme.                ",3 ay
İkisi arasında anlaşma var diye okumuştum bir yerlerde..Biraz win - win durumu gibi. Net değil ama bilgim dedikodu bir haber de olabilir                ,3 ay
review,date
Mercedes E180 2015 edition e paket araç ta böyle bir kısım var ama kullanmaya çalışınca bir işe yaramıyor aranızda bilen varmı < Resime gitmek için tıklayın > ,3 ay
review,date
cevap alınmıştır                ,3 ay
review,date
"Mercedes sevmem ama bunu beğendim. Sahibi olmak isterdim ama zihniyetsiz, beceriksizler tarafından yönetilen göçmenistanda yaşıyoruz maalesef.                ",4 ay
beğenmiyorsan ülkeden gidersin                ,4 ay
Çok yakışıklı ya...                ,4 ay
imkan olsa da a4 avantı bununla yenilesem ama nerde!!! 5-6 milyon isterler en az buna bu topraklarda... ,4 ay
Station Wagon sevmem ama Mercedes ve Volvo bir başka oluyor.                ,4 ay
Sanat eseri                ,4 ay
"Peugeot'un Station Wagonlarını görseniz Volvo, Mercedes'e taş çıkartırcasına görüntü ve yola oturuşu var.                ",4 ay
"Peugeot nere , Mercedes nereee                ",4 ay
Yahudi Mercedesi                ,4 ay
2024 yazında bol bol görürüz                ,4 ay
"Senin gibi gerzekler bu s.ktim saltanatı altında isteyerek kalıyoruz zannediyor, artık vize bile vermiyorlar elhamdülillah hamdolsun, akp sayesinde 5.sinif insan olduk                ",4 ay
Hocam bence yorumunuzu silin yada düzenleyin . Hakaret davası açabilirler                ,4 ay
Açmazlarsa ta .......                ,4 ay
"Yeni kasanın başlangıç fiyatı muhtemelen Türkiye'de 6 milyon TL'den başlayacak. 1.6 motor gelmeyecek ilk etapta, hatta belki hiç 1.6 motor versiyonu olmayacak.                ",4 ay
Station Wagonlar gibi keşke sedanlarda dayanabilseydi                ,4 ay
"biraz da ulkedeki arac profili ile alakali. Turkiye'de cok az var station, sanirim sedana gore uretim maliyetleri daha yuksek. ciplak fiyati 1000 euro daha pahali olsa, kullanici fiyatina en az 1600 euro ek maliyet olarak yansiyor otv'si kdv'si vs. vs. derken. Almanya, Cekya gibi arac uretimi olan ulkelerde sirket araci degilse stationlar tercih ediliyor, sokaktaki araclarin yarisi station. Eee sen de surekli station gorunce gozune guzel gelmeye basliyor o modeller,  biraz da insan psikoloji ile alakali. Ama SUV'ler gercekten stationlari zorlamaya basladi. Bunun sebeplerinden birisi, mesela mercedes E serisini tasarlarken hem  sedana hem station wagona tasarim yatirimi yapiyor. Ama GLE, GLS, GLB gibi SUV'lere sadece tek bir tip kasa icin yatirim yapiyor. Piyasaya station wagonlara alternatif bir suru urun cikiyor. Adam Turkiye'de station alacagima ayni parayi SUV'ye veririm, hem yuksekliginden, hem kargo tasima rahatligindan faydalanairim, hem de satarken acaba sedan mi yoksa station mi tercih edilir derdini dusunmekten kurtulmus oluyor.                ",3 ay
review,date
"
Mercedes-Benz, ChatGPT'yi yollara çıkarıyor ve üç aylık bir beta programını bu hafta başlatıyor. Otomobil üreticisi, viral doğal dil modelini araç içi sesli asistanına getirmek için Microsoft'un Azure OpenAI Hizmetini kullanıyor olacak.Mercedes, sürecin ilk döneminde belirli araçlardaki ve ABD’deki müşterileri için üç aylık ChatGPT beta programı başlatacak. Mercedes gelecekte daha geniş ve daha kalıcı bir dağıtım düşüneceğini de söylüyor.ChatGPT ile Mercedes'ler daha akıllı olacakChatGPT entegrasyonu, otomobil üreticisinin ""Hey Mercedes"" sesli asistanını güçlendirebilir. Sadece ""Kaloriferi aç"" veya ""Hava durumu nedir"" gibi basit ve önceden programlanmış komutları yanıtlamak yerine, bağlamsal takip soruları da dahil olmak üzere hemen hemen her konu hakkında doğal konuşmalar gerçekleştirebilir.Ayrıca Mercedes, doğal dil aracılığıyla restoran rezervasyonu yapmak veya sinema bileti rezervasyonu yapmak gibi görevleri etkinleştirmek için ChatGPT eklentilerini ""araştırdığını"" söylüyor. Yolda uzun süre sohbet etmek dikkatin dağılmasına yol açabilecek olsa da, yalnızca sesle konuşuluyor olması dikkatsizlik endişesini azaltacaktır. Hatta belki de direksiyon başındayken CharGPT, telefonunuzdan bakmak isteyeceğiniz soruları yanıtlayarak yardımcı bile olabilir.Ayrıca Bkz.Volkswagen Arteon'un üretimi sonlandırılıyor: Resmen açıklandıMercedes ve Microsoft, veri koruması için Azure'un ""kurumsal düzeyde güvenlik, gizlilik ve güvenilirliğini"" öne çıkarıyor. Yine de şirketler konuşmalarınızın ""Mercedes-Benz Intelligent Cloud'da saklanacağını ve burada anonimleştirilip analiz edileceğini"" açıklıyor. Üç aylık beta 16 Haziran'da başlayacak ve yalnızca MBUX bilgi-eğlence sistemini kullanan belirli Mercedes modellerini kapsayacak. Programa nitelikli bir modelle girmek için aracın dahili sesli asistanına ""Hey Mercedes, beta programına katılmak istiyorum"" demek yeterli olacak. Uygun araç listesi ise burada.Kaynak:https://www.engadget.com/chatgpt-now-has-an-official-iphone-app-181454446.html ",4 ay
